User_ID,Similarity_Score
AK0H0GRSKKOBO,0.890936304955317
A3IY9HIAMJQ7HL,0.8709137565823306
A1IPYBGXRLS6MX,0.8693821114365573
A3QOQY24XUTR28,0.8655693027399448
AD5R0C4EO8M9E,0.8393043164209456
A36XJ5PAWMXHCV,0.8231053985769188
A1NQFV0KQPM366,0.8209316748152384
A1Z0KQUE6A5F9,0.8117068709492741
AIYB8FUXTF365,0.810555852145407
A368R6C5ZEO71R,0.8056681145243415
A3837D2JE16VV4,0.8019443932342353
A3BOOKRS5ZP3C0,0.7966799630063021
A2H1Y7ZBZ5T5RK,0.7816266054655864
A3P6CNMHR2QHA6,0.7784108365531749
A11N3OBQ69FWWS,0.7699378320742045
A1SDLTS9NX8FU1,0.7686682358788155
A1KNYQPZ1JQD62,0.7677975472228509
A5LWPQ0QOMJUJ,0.7651636398704622
A1P8K7Z2MH7N45,0.763703974856945
AOS5QU6ESIVH7,0.7609781803160323
A3EEKCGMZ2UQUE,0.7592555122772869
A3P9S4BNKUQTN8,0.7548040470133196
A2AZUXDVXH8I9Y,0.7543785687843795
A3RD7EBN2R05AU,0.7509705918014957
A1DBDCQASEIMDW,0.7489611445339361
A2IEPBNFEP5WET,0.7476993200315056
AKJVEVCNRFEH9,0.7406718658389946
A27NZDGOHSBIWH,0.7403518285380946
A1UODWQ2K6DFXT,0.7362127851379991
A24VC4AAML4CN6,0.7353064334854981
A3U4QDRXBFJ28K,0.7344868346573543
A1VL4IHJN57KSK,0.7324350921881793
A2MHUU86G2M1LD,0.7270589026047541
A25NLJU2DAJV11,0.725474880217927
AEN6Z8ZH80IB5,0.722698347723356
A3TABK9RBNMVHG,0.7208625108160058
AH0AG1JFF0Q2N,0.7189282674995705
AJGAZZE3HWAT2,0.7186790349257617
A1M11BADP37BKF,0.7170194684940426
A38S8B85C5WGAY,0.7152088469070585
AODPUCXAQ1FHD,0.7132454793170974
A1LMH3D9Z7IW1H,0.7103778623646634
A2YC5ZB80HXKNS,0.7100379673616397
A2ADCQKOPLX63B,0.7066098766759945
A12AHK0NQ5SQHH,0.7020256190811962
A3HD1C4H9TXL79,0.6841719618986346
A1VY2GRZAG1H6Y,0.6749055130470205
A17LU2UW3VWN60,0.6740158741283088
A3GP0OT1V0LFEG,0.6633390990856093
A1WUSM5U3RQELL,0.66171998009832
A1S4Y9XTBI4JEO,0.6609957019459177
AF27UMO30XFMB,0.658776453924609
A1570ABVYHMM3H,0.6564407611415247
AK10XZKJ160B9,0.6561564316546638
A3230AK7THTZUV,0.653281812256491
A21UKBX45GENSW,0.6509472200159307
A38ZGA4I90MM8Q,0.6494508849763685
A3CMDR34KFLGFX,0.6485875488407895
A1X3AM904OIM4X,0.6455728068692149
APB81XBBWLJ5V,0.6415162489571654
AH117ZCSYX7FH,0.6310975373337127
A2FD49OIFUN12M,0.631017170295299
APGJXTZVV4JXN,0.6305483703085635
A1RBJRS5H2YSEE,0.6247887960885381
A1D5A3FF8MH19F,0.6229435670587375
A2YSTSG70INYC1,0.620262062099064
A3IL26VFYUWF59,0.6191329344942383
A3TTCIWET3HYQH,0.6188944630797468
ASMBYX11IUPJR,0.617637528844063
A314S6XWC9ESK9,0.6121197077062861
A39S5DHD7KI1LM,0.6119435000797059
A354FGSCYXYWPE,0.611600288818736
AI666X3IN3FSD,0.6098259644349475
A3ESTWDBNOUJQ7,0.6094640743910058
A1G2T0T5COZOC0,0.607842454170926
A5YF77DUENCZW,0.6073442922988934
AF5ANUJ6M96YH,0.605794275209313
A3VM9K4M0RQZRQ,0.6036352578194337
AT1BY9S4DM71R,0.59999500404218
A1A28PNU23HNPR,0.599849850536171
A33UBKJLLXGG7Q,0.5995631016887734
AKL0MW0YCIZJ0,0.5982680018818316
A3D2EOELQ5S4WX,0.5961869564642086
A10HGE7LJ8EQA8,0.5960524234060862
A31C04RT5B3UVZ,0.595930090243836
A1QZTLTAZXU77,0.5917209586422516
A3EOYPNWMICVPL,0.5908637104858584
A1SFMUVCWQP9ZG,0.5906939748318271
A1ERDWL59TINY7,0.5894879062767713
A1AY8TQ5Z40HR8,0.5853108881200603
A3QVKHQTSENQA8,0.5793086332456832
AD840POM2HC9A,0.5778278010643354
AVDQZPEXCB8X2,0.5778090368487201
A3SDKP5Z9IV6S3,0.5776156299095858
A2D63SHGFMPNK6,0.5743724389216511
A3RLNPQFXW3I42,0.5704888289514829
A2CK5SWD721DPC,0.5699719659000171
A1DUZQD82F2RIC,0.5682693885082334
AL4D87ZLRYTWV,0.5674868035096166
ALUHHQV1RYYK4,0.5663090108622387
A2RL0I88E0TFFE,0.5658170717971535
A3U3EO4A0B9YC5,0.5646064904421579
A39SZ4B8TRX9E9,0.5643804695134433
A3VZ9250PNV23T,0.5642571926541028
A2CGCJ4F8T4EO0,0.5636270153862882
A20XWNBOPDKCYG,0.5602811212709242
ALF0HXDJGI984,0.5588934645649476
A1OE2L4S9QNN6X,0.5587840490921303
A1MAYA1D2B5HCN,0.5585074168428965
A2YCT2APE07NRO,0.5582135826544936
A2O91ZTFWR215P,0.5561370098000176
A3IEGSMH1YZJX,0.55523134763811
A1B4K33R2NJ6B7,0.5540072877165827
A2BE3MTUT0YBF0,0.5514036442371394
AM3TBMBGRMLUU,0.5472539498339695
A3SYZTIIYOOT8A,0.5465216308079083
A1NW9MUO9N09US,0.545865711089358
A3QS5UV4968O7C,0.5449196153695604
A2ESXCUYJ41YYJ,0.5448986269885092
A2H4PSD72GZDZ4,0.544844901482572
A1FD8VA72X0EDV,0.5437992926380466
A2NZUAJ8ZXRJ66,0.5379863677756549
A2SBXQJ7PF3YGQ,0.5374113788340045
A2NQTZEM32F9H6,0.537143914356021
A2T0HNDKJ56H6V,0.5369314942987249
A1NNSHO2QV6CH2,0.5368410487582083
AZRBA81ZG2PER,0.536605593419817
A3BVT8LN62NBP0,0.5360972221999898
A1BTXVZBWLDC90,0.5351319284089244
A3IP4GMZYNKCF6,0.533370909905613
A32BM1CZ627MVJ,0.5317704579854958
A183THTONNNESL,0.5308186462059783
A3TI1WDAEOTD0I,0.5307229233428976
A1XQKIR6P74PAH,0.5297880117065232
A26UJ99LFX0R5L,0.5287458846134215
AQXT1UD6U6QCG,0.5287283826206608
A1OP8DQ4PTQITR,0.5286825342606464
A3O9HF7IXLMGDN,0.5284624361818006
A3DBZ5YXW75NYA,0.5282711457690141
A1Z1WLK39TMFBG,0.5255086026834794
A2MZ6SXUDCSQRG,0.5253271786978446
A3IH7TYUTZCPRU,0.5242772643835897
A3CW0ZLUO5X2B1,0.5240298011137049
A3A57GX8FJ4QNQ,0.5240208428557271
A3VGRJR7LNAKZN,0.5234476348471866
A2OYT6UXIH4WSS,0.5202123208237128
ASVUBBULJUZ63,0.5191712952319131
AMDBD6CLYOS6W,0.5188705763876684
ADS5APY1NKTL4,0.5187854867523001
A2PHALX486KSPM,0.5185361807858794
A9NU8CFNVEJCM,0.5172794150609875
A1RY96KKGQ84EE,0.516796662769883
A24AKH6PXT116R,0.5166757747707539
A3AGJD7SXDBF3N,0.5147756325334716
A23SGWPQOSN63I,0.5140771205269343
A1LEYLI0BCE0YR,0.5138048200411401
A2DO8HH8GBK76E,0.5136036871690498
A3TIENRAOCCAL2,0.5134900733247924
A3JO76ZV70HAVX,0.5121357000237655
A9VHLYHEWM37E,0.5103526792690327
A12EJDWH8Q0ANH,0.5089675210632002
A364752163PFL0,0.507610818903395
AKG4Y64RZ1ERV,0.5059755686854182
A2V1ETGEKNTHQE,0.5048923434461134
A27PN5ZRKB631V,0.5039505164593192
A1W2MG37W4XB3O,0.5015866568940471
AL7XUX34P7B87,0.5013158086909285
A326WLRY0P9FBV,0.5007523159791392
A2E0RW04ZJVR0A,0.4981804084508248
A3HM4Q4X7TJ41V,0.49717908012541556
A3M43O5LMGVPRB,0.49682716633253643
A3CMBEN7YJ7JKQ,0.4958171820333089
A1DFFIN4B4TZZO,0.494284811489745
AL4N09PZZ7IIB,0.49400277285331723
A25HXZYBETEVW0,0.49315415945347796
A9HZ1QUGDOFT6,0.4928451978594348
A1H3THD1XRMW8,0.4924652579121358
AC94ZJ5DPERGO,0.49242338785409495
A344FQSEVEAG75,0.4922519345576155
A2DBNCQN6J8R9J,0.49192980723992485
A3VYAQT6XLWZWU,0.490808139578291
ACDU7NTOLYUNJ,0.4906499070277963
A9EURDHZUN7ND,0.4904953647911957
A203FQ3TWCLY0L,0.4890092007184812
A15HI1HDAU7SPR,0.4885252920780162
ASQR09MH4GB1C,0.4879055878796241
A1YM90PT8Z1CWC,0.48761054423644146
A8AXG5RUAVYL3,0.48739299761585037
A1Z0B4NA1QO7G0,0.4865731049736918
A2Y9SZFGY68RV5,0.4864706456310639
APCK3XVR8EIL9,0.4860022543124588
A3FL6CIO8QIJ2F,0.4859748891053699
AFQLT92NXQPRK,0.4859460395018264
A2QJ84MS245HQL,0.48584238571751776
A3VS7IWZZ1K6UK,0.4854932595543393
A3V0SIU4VW98,0.48510844474374176
A16LV2MK30GX1J,0.48505147170733093
A3KEBN4BVQGRLV,0.4845430545327935
A2JJSTD063JQSG,0.4814454375919217
A19A2H8AWUAM0L,0.480803526918006
A2HQK3M8NWI4Y1,0.480393821834296
A1IEJOPR3T86Y0,0.48024135637936105
AMDAEMKMM65WP,0.4796207313659867
A1U9ULWA5BFQU1,0.4793772591994294
A28QTJQNBIQZPX,0.47931180636272797
A26F0QHBB1NW3H,0.4788052400867219
AIAIA2L0HC35S,0.47856300994620643
A3TRP6BX0XNMQQ,0.4784674654716904
A1OHN08Q48NC7O,0.4781263000487926
A1J61RTXRIBMP5,0.4781063277904447
A1WZHESEKXF09I,0.4778908376956258
A3QMBUY0DSED2U,0.47787050515156754
A3BDJEW165ZXT6,0.47738271217834305
A3G6Z28R3RIMUT,0.4767565529995632
A2LNR9VCE3RYY3,0.47581429377724377
