User_ID,Adjusted_Score
A9Q28YTLYREO7,1.0000000000000004
A1HCCW38EQQBTY,0.26052404030677645
A3GS5WAQVO4CFB,0.2591147910521782
A2A788AUOVBOL2,0.2539663751905731
A17P4YJ8E81WNX,0.25340362380509834
A22WY238ZYNOS1,0.2522657836373175
A3J8SZL4IN1D46,0.246186196654077
A1OKLAQJVFREOQ,0.246186196654077
A3BY2QW7T0401N,0.24563009963363372
A32XSKO7TOI0BH,0.2417955702659611
A3D2VIUT2HWP0Z,0.23783846169504747
A9DG42O0DBLFJ,0.23028610030812735
A2KD62P971YDYL,0.23028610030812735
AUNTP49HBIDWR,0.23028610030812735
A1ZSCLGFSLQ73P,0.23028610030812735
A1S10OAFGPC4W,0.2293588588649355
A70YTUFJY5HXN,0.2290961272134726
A356RFKNIG043B,0.22716343239796594
A2U6L6XZ2LSNBP,0.22716343239796594
A3OLZXHFGUAMWW,0.22448626655748075
A1K8ZDVUISGYS5,0.22433927820244284
A23Y7ESOGEBSZT,0.2081682262672338
AHUT55E980RDR,0.20032273572237666
AHMAQXXYIR6DK,0.19255560929719126
A1UHVLIX5CKVSN,0.18802781353676534
A3FWHXSZSTKFIU,0.18516849018271403
A1TGCU5CZF9LKA,0.18031652641589235
A3HU0B9XUEVHIM,0.1791810201956408
A3VPEY3KJDU20G,0.17773714750007247
A12KG1WB97PFC7,0.1703831022040929
A1G41M8Z7ABOB5,0.1698118828694879
A35XAPHVURGQID,0.168177189091545
A14GK0E64J0WAS,0.16649832186761754
A200C7YQJ45LRR,0.16577510998337341
ANAYSRE3LX8GZ,0.1637485757060853
A3211X76DK0WH6,0.16374857570608525
A30UZ4M6ISPY7P,0.1618703523469365
A23I4TZSZYSY1Q,0.15774410068215008
A38B3TPA6OFT9T,0.15502262241962644
A1PV85C09Z4OB8,0.1540643284498938
A1PWANJ4V0TXCO,0.15398030581808497
A2F8XJL9VQZWK5,0.15352406687208492
A23FQRKY8W2MM4,0.15137369122406572
A28XPN759HNNFL,0.15054273322824702
A1HFVQZIDK7UUD,0.15046531005297137
AFTN9ZLB22PSZ,0.14729143241904152
A3RW6WQB5VZXFZ,0.14564571809033713
AKGF27HN0OF19,0.1456301158260741
A1VTEL32W5FM13,0.14445138940444188
A24ZFFRQ4MG3XL,0.14177051016705233
A3PCTD8QM1BIXI,0.1389248745991242
A8IFUOL8S9BZC,0.13834026071554495
A3RC3AK8UN89I9,0.13793703507812372
A3AVJCB1ZD6ZY5,0.13681032984106337
A1FFPPPIOSI36M,0.1358903882739577
A1FML9FCUPV6TI,0.13363200349079524
A1RUSVRWZ312LS,0.1329557420035265
A2WQ3US8LZ9DHO,0.1329557420035265
A35MJ7O1VF60QD,0.1329557420035265
A2IEX7ESCYYD5H,0.1326484715627129
AE9GUE3HHOX3U,0.12876552610146777
A2JE1FQQBSH8N0,0.12741851504577148
A2DJYERRIH5C8T,0.12539002492367665
A4622J2IA15MN,0.12216076311049187
A299AG3O394X32,0.12182814829340693
A2GU91ACEJYX4D,0.12160620710002529
A1GN8UJIZLCA59,0.12159172635675215
AF0I33Y69SQ8T,0.1201270812738682
A24EXRGZ24WZ22,0.1200032523215597
AD3C29MKDX7V2,0.1179157474722088
A19IBZGD11Q0XL,0.1175285396954261
A31U2QT7SAL7K,0.11711901944874792
A1IUSWIWF7087C,0.11469287061260787
AR5VUOE6SSOI6,0.11407780242638085
A3KI6BR7K37S1I,0.11385649524695299
AQO5XQGZWYKVG,0.11223783787111667
A2HIL1IWWD2WEA,0.11127059735777493
A2GTFSIRMQS3DS,0.11042087047750507
A27RIWPJMP3XYD,0.11039787331585246
A1ZGR5OLRH9YON,0.10960090668300594
A1HOVGEE981HS0,0.10902168022580062
A3E5CFU0IEGPDS,0.10855790876058824
A2KBZNLNGTPG71,0.10855790876058823
A3FBUPRCGDQUXM,0.10855790876058823
A30QPTW3XXDBB1,0.10855790876058821
A5A2QE6NECFR5,0.10781435268960586
A3PL6TUZRYMVGB,0.10504386030674576
A1Q2GLZXL2CNJ8,0.10437819243349908
A24N1BAS3CU27H,0.10361494350690756
A1XFNWGTPMG1AE,0.10275989391419085
A28FNKCGFS03VL,0.10203428837967121
A29TNAVMPYFRDF,0.1011877097145236
A1JRHL29A1ABOT,0.10010714913153129
A18GQX0YEY1J0M,0.09909935903960308
A3JAR8K4EF94ZO,0.09879427490914788
A30VXZ470KOEG2,0.09879427490914788
A2ZE40LXZFBCK,0.09775563891703225
A36RS7KTNOBROF,0.09735985463728832
A1WS216SC5QOQ0,0.09709714539355808
A2JAKHFYI88ZX0,0.09607598876381862
A3DDDXG42DOA0U,0.09428053380253365
A28HZPK2ITCGNO,0.09399041210182352
A1A1IHJPPKS14U,0.09242732800518275
A1GQ4GI1UGS6YS,0.09117549142557227
A1E33ER4JG5B11,0.09041909639230093
A1P3SPJ15O5RQ1,0.08977254757774458
AL8IDHJPCE00K,0.0895840794422221
A2Q7IEWOOV66UT,0.08923353862761746
A344FQSEVEAG75,0.08918942313564282
A3J8ABVGK7ZL6H,0.08805209117063138
A2LKE0SEQBP6PD,0.08762559541924773
A3DJWGTT4OZO5E,0.08753876498627237
AWNVGGJEL9NZP,0.087519829560426
A12RPVI3AHS71O,0.08703996454431143
A2HWD9PTM7RBXN,0.08691402692556269
ASSFATPZCV08E,0.08640000225697968
A18VFI51X21VWA,0.08640000225697961
A312Y5YE9UB7T4,0.08640000225697961
A1RI2NEFN67CRN,0.0855771450926275
ABINE9ZWBIGE2,0.08501444982478329
A2KLX4ITT3XN37,0.08465436772196604
A2C1B85XA6TYEF,0.08465436772196604
A3HZEYCYW9EUWM,0.08465436772196602
A1HK016IA2U7G7,0.08465436772196602
AE31M52VLKOG6,0.08464511983801647
A3FTSMLO4972GR,0.08416884092042694
ANB5WY9TBBZFJ,0.08364657763003787
A2C7BOQVFH1HLE,0.08356970213737593
A1UOR1E7G4EV6D,0.0829893499622637
